2024-10-16 02:08:50.997 CEST [3551295] LOG:  starting PostgreSQL 17.0 on x86_64-pc-linux-gnu, compiled by gcc (Debian 12.2.0-14) 12.2.0, 64-bit
2024-10-16 02:17:18.428 CEST [3551296] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.004 s, sync=0.001 s, total=0.006 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2094821 kB; lsn=1/2A5AC3A0, redo lsn=1/2A5AC348
2024-10-16 02:18:18.440 CEST [3551296] LOG:  checkpoint starting: immediate force wait
2024-10-16 02:18:18.444 CEST [3551296] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.003 s, sync=0.001 s, total=0.005 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1885339 kB; lsn=1/2A5AC4A8, redo lsn=1/2A5AC450
2024-10-16 02:19:18.454 CEST [3551296] LOG:  checkpoint starting: immediate force wait
2024-10-16 02:19:18.457 CEST [3551296] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.001 s, total=0.004 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1696805 kB; lsn=1/2A5AC5B0, redo lsn=1/2A5AC558
2024-10-16 02:20:18.552 CEST [3551296] LOG:  checkpoint starting: immediate force wait
2024-10-16 02:20:18.556 CEST [3551296] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.003 s, sync=0.001 s, total=0.005 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1527124 kB; lsn=1/2A5AC6B8, redo lsn=1/2A5AC660
2024-10-16 02:21:18.574 CEST [3551296] LOG:  checkpoint starting: immediate force wait
2024-10-16 02:21:18.584 CEST [3551296] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.006 s, sync=0.003 s, total=0.010 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1374412 kB; lsn=1/2A5AC7C0, redo lsn=1/2A5AC768
2024-10-16 02:22:18.632 CEST [3551296] LOG:  checkpoint starting: immediate force wait
2024-10-16 02:22:18.636 CEST [3551296] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.003 s, sync=0.001 s, total=0.005 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1236971 kB; lsn=1/2A5AC8C8, redo lsn=1/2A5AC870
2024-10-16 02:23:18.709 CEST [3551296] LOG:  checkpoint starting: immediate force wait
2024-10-16 02:23:18.712 CEST [3551296] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.001 s, total=0.003 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1113273 kB; lsn=1/2A5AC9D0, redo lsn=1/2A5AC978
2024-10-16 02:24:18.725 CEST [3551296] LOG:  checkpoint starting: immediate force wait
2024-10-16 02:24:18.729 CEST [3551296] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.003 s, sync=0.001 s, total=0.004 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1001946 kB; lsn=1/2A5ACAD8, redo lsn=1/2A5ACA80
2024-10-16 02:25:18.774 CEST [3551296] LOG:  checkpoint starting: immediate force wait
2024-10-16 02:25:18.777 CEST [3551296] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.001 s, total=0.004 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=901751 kB; lsn=1/2A5ACBE0, redo lsn=1/2A5ACB88
2024-10-16 02:26:18.791 CEST [3551296] LOG:  checkpoint starting: immediate force wait
2024-10-16 02:26:18.796 CEST [3551296] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.003 s, sync=0.001 s, total=0.005 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=811576 kB; lsn=1/2A5ACCE8, redo lsn=1/2A5ACC90
2024-10-16 02:27:18.817 CEST [3551296] LOG:  checkpoint starting: immediate force wait
2024-10-16 02:27:18.824 CEST [3551296] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.006 s, sync=0.001 s, total=0.008 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=730419 kB; lsn=1/2A5ACDF0, redo lsn=1/2A5ACD98
2024-10-16 02:28:18.837 CEST [3551296] LOG:  checkpoint starting: immediate force wait
2024-10-16 02:28:18.840 CEST [3551296] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.001 s, total=0.004 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=657377 kB; lsn=1/2A5ACEF8, redo lsn=1/2A5ACEA0
2024-10-16 02:29:18.929 CEST [3551296] LOG:  checkpoint starting: immediate force wait
2024-10-16 02:29:18.933 CEST [3551296] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.003 s, sync=0.001 s, total=0.004 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=591639 kB; lsn=1/2A5AD000, redo lsn=1/2A5ACFA8
2024-10-16 02:30:18.943 CEST [3551296] LOG:  checkpoint starting: immediate force wait
2024-10-16 02:30:18.946 CEST [3551296] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.001 s, total=0.004 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=532475 kB; lsn=1/2A5AD108, redo lsn=1/2A5AD0B0
2024-10-16 02:31:18.963 CEST [3551296] LOG:  checkpoint starting: immediate force wait
2024-10-16 02:31:18.970 CEST [3551296] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.005 s, sync=0.001 s, total=0.007 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=479228 kB; lsn=1/2A5AD210, redo lsn=1/2A5AD1B8
2024-10-16 02:32:19.022 CEST [3551296] LOG:  checkpoint starting: immediate force wait
2024-10-16 02:32:19.026 CEST [3551296] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.003 s, sync=0.001 s, total=0.004 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=431305 kB; lsn=1/2A5AD318, redo lsn=1/2A5AD2C0
2024-10-16 02:33:19.037 CEST [3551296] LOG:  checkpoint starting: immediate force wait
2024-10-16 02:33:19.041 CEST [3551296] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.004 s, sync=0.001 s, total=0.005 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=388174 kB; lsn=1/2A5AD420, redo lsn=1/2A5AD3C8
2024-10-16 02:34:19.056 CEST [3551296] LOG:  checkpoint starting: immediate force wait
2024-10-16 02:34:19.061 CEST [3551296] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.003 s, sync=0.001 s, total=0.005 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=349357 kB; lsn=1/2A5AD528, redo lsn=1/2A5AD4D0
2024-10-16 02:35:19.074 CEST [3551296] LOG:  checkpoint starting: immediate force wait
2024-10-16 02:35:19.079 CEST [3551296] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.004 s, sync=0.001 s, total=0.005 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=314421 kB; lsn=1/2A5AD630, redo lsn=1/2A5AD5D8
2024-10-16 02:36:19.092 CEST [3551296] LOG:  checkpoint starting: immediate force wait
2024-10-16 02:36:19.097 CEST [3551296] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.004 s, sync=0.001 s, total=0.005 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=282979 kB; lsn=1/2A5AD738, redo lsn=1/2A5AD6E0
2024-10-16 02:37:19.115 CEST [3551296] LOG:  checkpoint starting: immediate force wait
2024-10-16 02:37:19.121 CEST [3551296] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.005 s, sync=0.001 s, total=0.007 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=254681 kB; lsn=1/2A5AD840, redo lsn=1/2A5AD7E8
2024-10-16 02:38:19.170 CEST [3551296] LOG:  checkpoint starting: immediate force wait
2024-10-16 02:38:19.174 CEST [3551296] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.003 s, sync=0.001 s, total=0.004 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=229213 kB; lsn=1/2A5AD948, redo lsn=1/2A5AD8F0
2024-10-16 02:39:19.244 CEST [3551296] LOG:  checkpoint starting: immediate force wait
2024-10-16 02:39:19.247 CEST [3551296] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.001 s, total=0.004 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=206292 kB; lsn=1/2A5ADA50, redo lsn=1/2A5AD9F8
2024-10-16 02:40:19.257 CEST [3551296] LOG:  checkpoint starting: immediate force wait
2024-10-16 02:40:19.260 CEST [3551296] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.001 s, total=0.004 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=185662 kB; lsn=1/2A5ADB58, redo lsn=1/2A5ADB00
2024-10-16 02:41:19.352 CEST [3551296] LOG:  checkpoint starting: immediate force wait
2024-10-16 02:41:19.355 CEST [3551296] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.003 s, sync=0.001 s, total=0.004 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=167096 kB; lsn=1/2A5ADC60, redo lsn=1/2A5ADC08
2024-10-16 02:42:19.365 CEST [3551296] LOG:  checkpoint starting: immediate force wait
2024-10-16 02:42:19.368 CEST [3551296] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.001 s, total=0.004 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=150387 kB; lsn=1/2A5ADD68, redo lsn=1/2A5ADD10
2024-10-16 02:43:19.385 CEST [3551296] LOG:  checkpoint starting: immediate force wait
2024-10-16 02:43:19.391 CEST [3551296] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.004 s, sync=0.001 s, total=0.006 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=135348 kB; lsn=1/2A5ADE70, redo lsn=1/2A5ADE18
2024-10-16 02:44:19.403 CEST [3551296] LOG:  checkpoint starting: immediate force wait
2024-10-16 02:44:19.408 CEST [3551296] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.004 s, sync=0.001 s, total=0.005 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=121813 kB; lsn=1/2A5ADF78, redo lsn=1/2A5ADF20
2024-10-16 02:45:19.420 CEST [3551296] LOG:  checkpoint starting: immediate force wait
2024-10-16 02:45:19.425 CEST [3551296] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.003 s, sync=0.001 s, total=0.005 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=109632 kB; lsn=1/2A5AE098, redo lsn=1/2A5AE040
2024-10-16 02:46:19.473 CEST [3551295] LOG:  received fast shutdown request
2024-10-16 02:46:19.474 CEST [3551295] LOG:  aborting any active transactions
2024-10-16 02:46:19.474 CEST [3551295] LOG:  background worker "logical replication launcher" (PID 3551301) exited with exit code 1
2024-10-16 02:46:19.489 CEST [3551296] LOG:  shutting down
2024-10-16 02:46:19.489 CEST [3551296] LOG:  checkpoint starting: shutdown immediate
2024-10-16 02:46:19.492 CEST [3551296] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.003 s, sync=0.001 s, total=0.004 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=98669 kB; lsn=1/2A5AE148, redo lsn=1/2A5AE148
2024-10-16 02:46:19.622 CEST [3551295] LOG:  database system is shut down
